Season,Slot,StrongSeed,WeakSeed,StrTeamID,WkTeamID,StrTeamName,WkTeamName
2024,R1X5,X05,X12,1388,1213,St Mary's CA,Grand Canyon
2024,R1X6,X06,X11,1155,1307,Clemson,New Mexico
2024,R1X7,X07,X10,1173,1305,Dayton,Nevada
2024,R1X8,X08,X09,1280,1277,Mississippi St,Michigan St
2024,R1Y1,Y01,Y16,1345,,Purdue,
2024,R1Y2,Y02,Y15,1397,1389,Tennessee,St Peter's
2024,R1Y3,Y03,Y14,1166,1103,Creighton,Akron
2024,R1Y4,Y04,Y13,1242,1359,Kansas,Samford
2024,R1Y5,Y05,Y12,1211,1270,Gonzaga,McNeese St
2024,R1Y6,Y06,Y11,1376,1332,South Carolina,Oregon
2024,R1Y7,Y07,Y10,1400,,Texas,
2024,R1Y8,Y08,Y09,1429,1395,Utah St,TCU
2024,R1Z1,Z01,Z16,1222,1255,Houston,Longwood
2024,R1Z2,Z02,Z15,1266,1443,Marquette,WKU
2024,R1Z3,Z03,Z14,1246,1324,Kentucky,Oakland
2024,R1Z4,Z04,Z13,1181,1436,Duke,Vermont
2024,R1Z5,Z05,Z12,1458,1241,Wisconsin,James Madison
2024,R1Z6,Z06,Z11,1403,1301,Texas Tech,NC State
2024,R1Z7,Z07,Z10,1196,,Florida,
2024,R1Z8,Z08,Z09,1304,1401,Nebraska,Texas A&M
2024,X16,X16a,X16b,1224,1447,Howard,Wagner
2024,Y10,Y10a,Y10b,1161,1438,Colorado St,Virginia
2024,Y16,Y16a,Y16b,1212,1286,Grambling,Montana St
2024,Z10,Z10a,Z10b,1129,1160,Boise St,Colorado
2025,R1W1,W01,W16,1181,,Duke,
2025,R1W2,W02,W15,1104,1352,Alabama,Robert Morris
2025,R1W3,W03,W14,1458,1285,Wisconsin,Montana
2025,R1W4,W04,W13,1112,1103,Arizona,Akron
2025,R1W5,W05,W12,1332,1251,Oregon,Liberty
2025,R1W6,W06,W11,1140,1433,BYU,VCU
2025,R1W7,W07,W10,1388,1435,St Mary's CA,Vanderbilt
2025,R1W8,W08,W09,1280,1124,Mississippi St,Baylor
2025,R1X1,X01,X16,1222,1188,Houston,SIUE
2025,R1X2,X02,X15,1397,1459,Tennessee,Wofford
2025,R1X3,X03,X14,1246,1407,Kentucky,Troy
2025,R1X4,X04,X13,1345,1219,Purdue,High Point
2025,R1X5,X05,X12,1155,1270,Clemson,McNeese St
2025,R1X6,X06,X11,1228,,Illinois,
2025,R1X7,X07,X10,1417,1429,UCLA,Utah St
2025,R1X8,X08,X09,1211,1208,Gonzaga,Georgia
2025,R1Y1,Y01,Y16,1120,,Auburn,
2025,R1Y2,Y02,Y15,1277,1136,Michigan St,Bryant
2025,R1Y3,Y03,Y14,1235,1252,Iowa St,Lipscomb
2025,R1Y4,Y04,Y13,1401,1463,Texas A&M,Yale
2025,R1Y5,Y05,Y12,1276,1471,Michigan,UC San Diego
2025,R1Y6,Y06,Y11,1279,,Mississippi,
2025,R1Y7,Y07,Y10,1266,1307,Marquette,New Mexico
2025,R1Y8,Y08,Y09,1257,1166,Louisville,Creighton
2025,R1Z1,Z01,Z16,1196,1313,Florida,Norfolk St
2025,R1Z2,Z02,Z15,1385,1303,St John's,NE Omaha
2025,R1Z3,Z03,Z14,1403,1423,Texas Tech,UNC Wilmington
2025,R1Z4,Z04,Z13,1268,1213,Maryland,Grand Canyon
2025,R1Z5,Z05,Z12,1272,1161,Memphis,Colorado St
2025,R1Z6,Z06,Z11,1281,1179,Missouri,Drake
2025,R1Z7,Z07,Z10,1242,1116,Kansas,Arkansas
2025,R1Z8,Z08,Z09,1163,1328,Connecticut,Oklahoma
2025,W16,W16a,W16b,1110,1291,American Univ,Mt St Mary's
2025,X11,X11a,X11b,1400,1462,Texas,Xavier
2025,Y11,Y11a,Y11b,1314,1361,North Carolina,San Diego St
2025,Y16,Y16a,Y16b,1106,1384,Alabama St,St Francis PA
